x,y,z,md,inc,azi,tvd,uwi
649300.477,5801788.214,-2393.307922,5582.57,90.37000905,345.3433333,3408.207922,103140903906W502
649327.3251,5801684.795,-2393.577363,5475.69,90.33001897,347.7633325,3408.477363,103140903906W502
649355.7745,5801581.924,-2394.610542,5368.93,90.49,345.99,3409.510542,103140903906W502
649385.6167,5801479.395,-2395.392702,5262.123333,90.42002098,345.9766737,3410.292702,103140903906W502
649417.28,5801372.221,-2395.72048,5150.345,90.09000168,345.9300003,3410.62048,103140903906W502
649447.5003,5801282.433,-2395.948402,5055.5225,89.70739538,338.1875269,3410.848402,103140903906W502
649488.3162,5801196.846,-2395.532947,4960.68,89.54,334.64,3410.432947,103140903906W502
649538.0891,5801102.137,-2395.689014,4853.673333,90.08333544,334.7866653,3410.589014,103140903906W502
649576.9805,5801018.664,-2396.565187,4761.55,89.82,339.12,3411.465187,103140903906W502
649610.8846,5800922.403,-2397.221688,4659.46,90.49021575,343.99,3412.121688,103140903906W502
649640.2395,5800814.779,-2398.259878,4547.873333,90.52002444,346.8933296,3413.159878,103140903906W502
649667.518,5800731.713,-2399.199341,4460.37,90.49001895,340.7999968,3414.099341,103140903906W502
649702.7809,5800652.051,-2400.405031,4373.19,90.28673788,335.3366386,3415.305031,103140903906W502
649741.8237,5800568.667,-2400.876552,4281,90.47500018,340.9999997,3415.776552,103140903906W502
649771.4822,5800481.331,-2401.96222,4188.706667,90.47010767,344.1633383,3416.86222,103140903906W502
649801.3262,5800388.957,-2403.229065,4091.57,90.49,345.76,3418.129065,103140903906W502
649832.9443,5800307.54,-2404.10445,4004.14,91.23,336.95,3419.00445,103140903906W502
649879.6921,5800200.788,-2406.421538,3887.55,91.78,339.72,3421.321538,103140903906W502
649912.0394,5800119.688,-2408.257013,3800.16,89.72,345.43,3423.157013,103140903906W502
649929.8838,5800049.095,-2408.362726,3727.31,90.37014341,344.715027,3423.262726,103140903906W502
649951.9888,5799987.198,-2408.175904,3661.55,87.32720827,339.7484718,3423.075904,103140903906W502
649971.8024,5799937.962,-2400.120477,3607.742,74.6419831,340.2665175,3415.020477,103140903906W502
649988.2134,5799891.866,-2382.451708,3555.656667,67.00732993,346.2911865,3397.351708,103140903906W502
649995.7198,5799848.675,-2361.596789,3507.03,62.19,357.36,3376.496789,103140903906W502
649995.4319,5799807.269,-2336.107453,3458.333333,55.18505975,6.433953422,3351.007453,103140903906W502
649988.978,5799769.45,-2306.300601,3409.68,49.03546455,17.16945448,3321.200601,103140903906W502
649980.4481,5799746.491,-2282.675221,3375.61,43.11,26.8,3297.575221,103140903906W502
649972.815,5799732.101,-2264.599402,3351.27,41.14563861,32.55963572,3279.499402,103140903906W502
649964.1739,5799719.03,-2245.977338,3326.926667,38.68227071,37.56978571,3260.877338,103140903906W502
649955.1108,5799707.436,-2226.589011,3302.58,36.27,42.51,3241.489011,103140903906W502
649944.994,5799697.251,-2206.974967,3278.266667,35.99834211,49.96825511,3221.874967,103140903906W502
649933.722,5799688.476,-2187.249873,3253.903333,36.4497248,58.11745542,3202.149873,103140903906W502
649920.6802,5799681.138,-2168.091256,3229.58,39.82,66.53,3182.991256,103140903906W502
649906.5087,5799675.94,-2149.142806,3205.34,37.27180728,75.95004867,3164.042806,103140903906W502
649892.6249,5799673.008,-2129.498795,3181.096667,34.43508728,83.78210223,3144.398795,103140903906W502
649879.5953,5799672.036,-2109.086937,3156.85,30.41,91.34,3123.986937,103140903906W502
649867.6963,5799672.639,-2087.99156,3132.616667,28.65178732,99.03874416,3102.89156,103140903906W502
649856.2637,5799675.125,-2066.618227,3108.243333,29.18905764,108.2149719,3081.518227,103140903906W502
649844.936,5799679.261,-2045.467105,3083.89,30.29,116.03,3060.367105,103140903906W502
649834.2628,5799684.973,-2024.349691,3059.543333,29.26870001,123.569794,3039.249691,103140903906W502
649824.7706,5799692.036,-2003.085423,3035.2,29.32419031,133.826219,3017.985423,103140903906W502
649816.704,5799700.882,-1981.905018,3010.86,29.49,145.08,2996.805018,103140903906W502
649810.4729,5799710.898,-1960.779674,2986.656667,28.16967222,154.6102336,2975.679674,103140903906W502
649806.5006,5799720.78,-1938.906777,2962.313333,23.6264042,166.0086772,2953.806777,103140903906W502
649804.9426,5799729.589,-1916.319466,2938.01,19.87,176.2,2931.219466,103140903906W502
649804.0938,5799738.764,-1888.658136,2908.85,16.63,176.01,2903.558136,103140903906W502
649803.5659,5799744.982,-1865.204577,2884.576667,13.25457158,178.945602,2880.104577,103140903906W502
649803.3594,5799751.448,-1839.276599,2857.85,15.52999438,179.9219785,2854.176599,103140903906W502
649802.8339,5799760.154,-1808.909766,2826.253333,15.73976028,172.4882507,2823.809766,103140903906W502
649801.0041,5799767.934,-1780.903119,2797.126667,14.94480157,164.2194792,2795.803119,103140903906W502
649798.6858,5799773.391,-1754.880336,2770.43,11.22444106,155.6691382,2769.780336,103140903906W502
649796.8868,5799777.241,-1729.702,2744.89,7.114807886,156.6936415,2744.602,103140903906W502
649796.2714,5799778.362,-1715.178104,2730.306667,3.055138752,146.2326868,2730.078104,103140903906W502
649795.8647,5799778.514,-1688.388452,2703.51,0.672523366,66.80645797,2703.288452,103140903906W502
649795.2143,5799778.099,-1620.452863,2635.57,0.57,60.15,2635.352863,103140903906W502
649794.8363,5799777.629,-1547.550486,2562.665,0.482251679,12.13538877,2562.450486,103140903906W502
649795.2768,5799777.168,-1474.688826,2489.8,0.64,291.66,2489.588826,103140903906W502
649795.8299,5799777.019,-1401.716564,2416.825,0.175758297,346.8252352,2416.616564,103140903906W502
649795.7997,5799776.916,-1328.891689,2344,0.1,355.9,2343.791689,103140903906W502
649795.197,5799776.943,-1270.546903,2285.65,1.61,94.43,2285.446903,103140903906W502
649792.9931,5799776.274,-1202.594215,2217.656667,2.099727752,66.62336595,2217.494215,103140903906W502
649791.5194,5799775.677,-1139.433145,2154.475,1.174771735,71.83608407,2154.333145,103140903906W502
649790.3593,5799775.14,-1066.559473,2081.59,0.84,60.03,2081.459473,103140903906W502
649789.4985,5799774.43,-994.2082198,2009.23,0.7163607,38.24576977,2009.10822,103140903906W502
649788.7585,5799773.735,-920.9562315,1935.97,1.36,70.77,1935.856232,103140903906W502
649787.2217,5799773.078,-848.1354241,1863.13,1.304442587,70.30858166,1863.035424,103140903906W502
649785.7286,5799772.557,-775.2826166,1790.26,1.22,76.66,1790.182617,103140903906W502
649784.2996,5799772.237,-702.5224061,1717.485,1.134430734,84.78700278,1717.422406,103140903906W502
649783.0392,5799772.22,-629.5985922,1644.55,0.7,105.36,1644.498592,103140903906W502
649782.4281,5799772.305,-561.7549628,1576.703333,0.070428137,100.1045528,1576.654963,103140903906W502
649783.1396,5799772.492,-498.6469684,1513.59,0.801082718,246.6881764,1513.546968,103140903906W502
649783.5701,5799772.717,-424.6589564,1439.6,0.12,225.98,1439.558956,103140903906W502
649783.6154,5799772.907,-351.6842337,1366.625,0.087351321,198.6278431,1366.584234,103140903906W502
649783.5464,5799772.772,-278.7395592,1293.68,0.29,40.77,1293.639559,103140903906W502
649783.247,5799772.68,-206.0203149,1220.96,0.258235491,108.6816508,1220.920315,103140903906W502
649783.1852,5799772.971,-133.0913635,1148.03,0.4,226.68,1147.991363,103140903906W502
649783.5073,5799773.357,-60.13815339,1075.075,0.614296556,222.8370094,1075.038153,103140903906W502
649784.4035,5799774.184,12.67624486,1002.25,0.97,246.32,1002.223755,103140903906W502
649785.3997,5799774.619,85.1680633,929.75,0.812713386,252.1012175,929.7319367,103140903906W502
649786.2353,5799774.622,158.0228906,856.89,0.52,299.32,856.8771094,103140903906W502
649786.6557,5799774.398,230.9012322,784.01,0.246514472,280.6624221,783.9987678,103140903906W502
649786.8679,5799774.467,303.79084,711.12,0.17,211.41,711.10916,103140903906W502
649786.9917,5799774.625,371.6605419,643.25,0.169988892,223.935,643.2394581,103140903906W502
649787.1714,5799774.772,418.2298655,596.68,0.52,229.84,596.6701345,103140903906W502
649787.6208,5799775.013,491.0429999,523.865,0.215561651,242.7957848,523.8570001,103140903906W502
649787.7073,5799775.204,563.8875803,451.02,0.33,195.67,451.0124197,103140903906W502
649787.6487,5799775.62,636.0562569,378.85,0.312569546,176.6844907,378.8437431,103140903906W502
649787.6822,5799776.017,708.2250899,306.68,0.37,184.95,306.6749101,103140903906W502
649787.6636,5799776.581,780.6828649,234.22,0.415335168,180.2976286,234.2171351,103140903906W502
649787.7608,5799776.96,852.9317048,161.97,0.41,176.98,161.9682952,103140903906W502
649787.7241,5799777.394,924.7153449,90.185,0.289603615,164.3673814,90.18465506,103140903906W502
649787.6817,5799777.592,1006.9,8,0,174.59,8,103140903906W502
