x,y,z,md,inc,azi,tvd,uwi
665406.3966,5815766.154,-2106.772321,5929,90.4,121.39,3182.972321,100023004004W502
665352.6457,5815804.74,-2107.336474,5862.7,90.55549334,133.5150266,3183.536474,100023004004W502
665292.1745,5815867.762,-2107.760869,5775.3,90.20009547,138.8799817,3183.960869,100023004004W502
665228.3117,5815927.516,-2108.08799,5687.8,90.11,134.145,3184.28799,100023004004W502
665152.2026,5815995.534,-2108.444465,5585.7,90.12,130.81,3184.644465,100023004004W502
665076.3709,5816064.516,-2108.430559,5483.1,89.98499984,137.7349999,3184.630559,100023004004W502
664992.3842,5816152.384,-2108.337865,5361.533333,89.98999753,140.3700001,3184.537865,100023004004W502
664929.4409,5816213.125,-2108.351503,5273.933333,89.88999604,132.1766675,3184.551503,100023004004W502
664875.7536,5816265.785,-2108.123563,5198.6,89.96501145,140.5950018,3184.323563,100023004004W502
664805.4909,5816336.854,-2107.9365,5098.633333,89.51664165,136.4666445,3184.1365,100023004004W502
664713.5644,5816423.6,-2107.53011,4972.2,90.15,134.3,3183.73011,100023004004W502
664626.5625,5816501.643,-2108.563742,4855.3,90.95,132.7,3184.763742,100023004004W502
664542.8739,5816580.879,-2110.086795,4740,90.12,136.19,3186.286795,100023004004W502
664465.3307,5816651.726,-2110.699337,4634.933333,90.5300304,133.1633305,3186.899337,100023004004W502
664405.3426,5816713.062,-2111.653037,4549.033333,90.54341858,141.6900203,3187.853037,100023004004W502
664339.9238,5816795.419,-2111.408065,4443.833333,90.33669056,145.2466755,3187.608065,100023004004W502
664289.1412,5816860.098,-2111.774642,4361.525,90.11256788,138.3674961,3187.974642,100023004004W502
664227.007,5816919.519,-2111.791305,4275.525,89.95751788,136.4225033,3187.991305,100023004004W502
664166.3188,5816969.879,-2111.943682,4196.6,89.85,131.69,3188.143682,100023004004W502
664107.1898,5817032.358,-2111.98874,4110.5,90.09,140.66,3188.18874,100023004004W502
664054.0508,5817100.064,-2112.880466,4024.4,90.71,143.03,3189.080466,100023004004W502
663992.1038,5817167.745,-2113.782829,3932.54,90.53470299,136.3400137,3189.982829,100023004004W502
663923.975,5817222.735,-2114.651197,3844.925,90.69307858,129.327587,3190.851197,100023004004W502
663864.9151,5817274.727,-2115.480028,3766.2,90.19,136.68,3191.680028,100023004004W502
663792.1121,5817350.537,-2116.160823,3661.033333,90.4100185,141.2166676,3192.360823,100023004004W502
663725.7101,5817419.128,-2116.680984,3565.5,90.37,136.28,3192.880984,100023004004W502
663655.6984,5817490.991,-2117.162949,3465.15,90.06508306,136.0350158,3193.362949,100023004004W502
663604.5074,5817541.176,-2116.167344,3393.4,85.66,137.53,3192.367344,100023004004W502
663565.0436,5817581.563,-2106.910348,3336.1,75.52,137.94,3183.110348,100023004004W502
663518.7726,5817629.654,-2081.095104,3264.4,62.74496796,137.5127392,3157.295104,100023004004W502
663473.1039,5817677.664,-2038.701132,3185.625,51.60273284,139.6339755,3114.901132,100023004004W502
663427.9919,5817732.24,-1971.071335,3087.633333,43.71292088,142.3217376,3047.271335,100023004004W502
663398.3672,5817767.542,-1913.317733,3013.625,33.29354834,140.6193724,2989.517733,100023004004W502
663372.3081,5817797.456,-1845.078911,2934.666667,28.69111674,143.3120841,2921.278911,100023004004W502
663350.6754,5817823.402,-1773.796434,2855.675,19.08682764,139.339828,2849.996434,100023004004W502
663333.6693,5817841.812,-1683.924274,2762.3,11.91,142.58,2760.124274,100023004004W502
663322.2,5817854.303,-1599.644078,2676.3,10.33,127.42,2675.844078,100023004004W502
663318.0015,5817857.574,-1549.062455,2625.4,2.792739025,128.7519905,2625.262455,100023004004W502
663316.945,5817857.75,-1440.977194,2517.3,0.36,76.02,2517.177194,100023004004W502
663316.3617,5817857.163,-1297.77982,2374.1,0.23,50.9,2373.97982,100023004004W502
663315.2931,5817856.409,-1154.187408,2230.5,0.69,119.97,2230.387408,100023004004W502
663314.7587,5817856.193,-1025.041659,2101.35,0.150412852,96.68948087,2101.241659,100023004004W502
663314.4068,5817854.881,-881.4996117,1957.8,0.590290567,28.50593408,1957.699612,100023004004W502
663313.5761,5817854.183,-738.0540022,1814.35,0.383396657,55.65211638,1814.254002,100023004004W502
663312.1198,5817852.851,-594.5185729,1670.8,0.885170206,70.10719854,1670.718573,100023004004W502
663310.5627,5817853.134,-450.8820529,1527.15,0.343787323,222.8303803,1527.082053,100023004004W502
663311.3266,5817853.169,-307.4346508,1383.7,0.141103535,270.9124472,1383.634651,100023004004W502
663311.444,5817852.999,-164.0855771,1240.35,0.247183498,21.93662859,1240.285577,100023004004W502
663310.7588,5817852.158,-20.69314453,1096.95,0.391774581,270.8383059,1096.893145,100023004004W502
663311.2488,5817851.802,122.8040248,953.45,0.170908912,76.59712194,953.3959752,100023004004W502
663309.8379,5817851.627,266.2947834,809.95,0.989990035,90.93923684,809.9052166,100023004004W502
663310.2703,5817851.954,395.3388546,680.9,0.77,273.41,680.8611454,100023004004W502
663311.6009,5817851.741,508.4305764,567.8,0.57,293.21,567.7694236,100023004004W502
663313.1612,5817851.23,651.9204098,424.3,0.39,289.6,424.2795902,100023004004W502
663314.5129,5817852.117,793.4078744,282.8,0.74,214.51,282.7921256,100023004004W502
663314.6821,5817853.467,933.8006606,142.4,0.39,167.42,142.3993394,100023004004W502
652088.464,5787645.587,-2461.926309,5628,90.07,160.79,3474.926309,100023403706W500
652061.9225,5787717.678,-2462.247761,5551.165,89.90999989,162.2000016,3475.247761,100023403706W500
652039.1324,5787785.38,-2461.3771,5479.71,88.08499941,163.7350012,3474.3771,100023403706W500
652022.1998,5787839.346,-2461.084484,5423.133333,90.88672519,164.6032571,3474.084484,100023403706W500
652001.1572,5787902.116,-2461.288063,5356.92,90.33,162.64,3474.288063,100023403706W500
651974.8042,5787971.352,-2461.467859,5282.82,89.49,160.35,3474.467859,100023403706W500
651953.098,5788031.497,-2460.724868,5218.845,90.90001679,163.5200336,3473.724868,100023403706W500
651929.2365,5788099.387,-2461.74446,5146.863333,90.22666768,162.7266516,3474.74446,100023403706W500
651909.0255,5788159.194,-2462.38005,5083.72,89.78999253,164.3999915,3475.38005,100023403706W500
651891.0563,5788219.886,-2463.026402,5020.41,90.15,165.54,3476.026402,100023403706W500
651870.0768,5788284.179,-2463.168494,4952.753333,88.90998183,161.5834286,3476.168494,100023403706W500
651848.6231,5788344.134,-2460.657146,4889.01,88.48,162.2,3473.657146,100023403706W500
651830.0206,5788388.673,-2461.074937,4840.715,90.17500082,156.9250023,3474.074937,100023403706W500
651807.0015,5788442.248,-2460.765236,4782.376667,89.94999508,161.1733341,3473.765236,100023403706W500
651787.0246,5788497.993,-2461.790765,4723.133333,90.97363768,159.4464606,3474.790765,100023403706W500
651762.7341,5788550.218,-2461.984838,4665.52,89.41,157.36,3474.984838,100023403706W500
651740.5389,5788606.662,-2462.111334,4604.825,91.67001785,161.5850148,3475.111334,100023403706W500
651715.6431,5788672.84,-2463.94872,4534.083333,90.2266631,161.2600228,3476.94872,100023403706W500
651697.9302,5788723.112,-2462.822425,4480.75,88.48,165.1,3475.822425,100023403706W500
651683.728,5788777.956,-2462.219029,4424.07,89.54,164.57,3475.219029,100023403706W500
651662.3766,5788842.384,-2461.231684,4356.175,88.94499884,164.3950007,3474.231684,100023403706W500
651640.4798,5788903.761,-2460.678682,4290.97,89.63,160.62,3473.678682,100023403706W500
651614.6054,5788970.413,-2460.576486,4219.46,90.9,160.97,3473.576486,100023403706W500
651590.6648,5789033.518,-2462.30577,4151.933333,92.39722811,160.0899447,3475.30577,100023403706W500
651565.9446,5789085.129,-2462.760673,4094.67,89.67733227,157.7375106,3475.760673,100023403706W500
651546.049,5789137.216,-2461.732668,4038.87,87.16,163.17,3474.732668,100023403706W500
651531.1876,5789183.478,-2459.707833,3990.23,89.1,164.13,3472.707833,100023403706W500
651516.3265,5789227.203,-2461.070835,3944.01,92.04007303,161.4548673,3474.070835,100023403706W500
651499.594,5789272.64,-2462.66175,3895.55,91.86502728,161.8898529,3475.66175,100023403706W500
651482.4022,5789318.091,-2462.483446,3846.935,86.54980173,159.9154854,3475.483446,100023403706W500
651467.1756,5789358.985,-2459.775326,3803.19,87.74,163.78,3472.775326,100023403706W500
651455.6266,5789399.482,-2459.523508,3761.05,91.06000678,166.8249378,3472.523508,100023403706W500
651448.0274,5789429.103,-2457.367952,3730.34,81.18442432,168.9192943,3470.367952,100023403706W500
651440.3564,5789475.844,-2447.735058,3681.96,75.97998518,173.6252519,3460.735058,100023403706W500
651435.4649,5789512.553,-2435.954274,3643.065,68.74479295,175.2038935,3448.954274,100023403706W500
651433.9235,5789543.64,-2422.357476,3609.05,64.22,184.52,3435.357476,100023403706W500
651438.6518,5789577.819,-2404.586689,3570.2,61.58,193.93,3417.586689,100023403706W500
651448.0854,5789609.865,-2384.710009,3531.29,55.91,201.57,3397.710009,100023403706W500
651459.3994,5789635.985,-2363.274439,3495.623333,50.13128556,209.2972492,3376.274439,100023403706W500
651477.9771,5789664.817,-2331.252755,3448.645,45.26638622,219.9460932,3344.252755,100023403706W500
651495.0368,5789682.044,-2307.474323,3414.64,46.02,233.39,3320.474323,100023403706W500
651524.6872,5789701.212,-2269.560373,3362.77,39.82804204,244.0495793,3282.560373,100023403706W500
651554.6174,5789714.122,-2231.394355,3312.54,43.03162895,253.3443597,3244.394355,100023403706W500
651581.0711,5789720.641,-2201.495053,3272.056667,39.65022236,263.6753445,3214.495053,100023403706W500
651600.8269,5789721.718,-2175.883948,3239.68,37.49,270.48,3188.883948,100023403706W500
651634.6869,5789723.195,-2130.798258,3183.255,34.98074264,271.2747676,3143.798258,100023403706W500
651683.0549,5789723.026,-2063.262973,3100.17,35.68323465,271.3645943,3076.262973,100023403706W500
651732.3243,5789725.164,-1992.896453,3014.218,32.0367184,271.6490082,3005.896453,100023403706W500
651758.219,5789726.469,-1934.621546,2950.236,16.21009677,263.4864871,2947.621546,100023403706W500
651766.7582,5789729.505,-1888.877731,2903.54,9.14,232.59,2901.877731,100023403706W500
651771.8743,5789731.637,-1850.526576,2864.76,4.46,272.08,2863.526576,100023403706W500
651772.4882,5789731.456,-1799.677147,2813.895,0.384923763,348.6808969,2812.677147,100023403706W500
651772.7481,5789730.961,-1720.244208,2734.46,0.341215157,323.5889741,2733.244208,100023403706W500
651772.8473,5789730.242,-1573.911503,2588.125,0.229034959,303.3258032,2586.911503,100023403706W500
651773.6974,5789730.606,-1423.981157,2438.19,0.327360591,98.17433097,2436.981157,100023403706W500
651773.4031,5789729.392,-1288.069976,2302.27,0.4,82.8,2301.069976,100023403706W500
651772.3902,5789729.347,-1142.534129,2156.73,0.4,141.9,2155.534129,100023403706W500
651771.1879,5789729.404,-996.710321,2010.9,0.4,95.8,2009.710321,100023403706W500
651769.5747,5789729.586,-850.8609564,1865.04,1.2,83.1,1863.860956,100023403706W500
651767.3335,5789729.169,-734.1936427,1748.35,1.1,85.4,1747.193643,100023403706W500
651767.1195,5789729.161,-603.2096312,1617.36,0.471233511,208.8979144,1616.209631,100023403706W500
651767.6476,5789730.13,-457.485006,1471.63,0.748871991,244.4398011,1470.485006,100023403706W500
651769.1145,5789730.716,-311.6888669,1325.825,0.385265479,236,1324.688867,100023403706W500
651770.0025,5789730.993,-233.901455,1248.03,1.698405304,269.4942167,1246.901455,100023403706W500
651772.225,5789730.889,-185.3552015,1199.43,3.549933947,277.9549233,1198.355201,100023403706W500
651780.8972,5789730.517,-49.43244871,1063.23,3.799998558,272.1486861,1062.432449,100023403706W500
651790.0495,5789731.049,76.54303304,936.92,4.35,265.1,936.456967,100023403706W500
651798.134,5789731.736,197.8199582,815.37,3.8,266.2,815.1800418,100023403706W500
651802.5899,5789732.215,265.7017791,747.34,3.3,268.7,747.2982209,100023403706W500
651804.2375,5789732.139,314.1696626,698.84,0.9,292,698.8303374,100023403706W500
651804.5533,5789731.937,350.0075442,663,0.42,320.52,662.9924558,100023403706W500
651805.1292,5789731.823,452.8652751,560.14,0.4,238.4,560.1347249,100023403706W500
651805.5876,5789731.948,598.2741298,414.73,0.1,306.5,414.7258702,100023403706W500
651805.9071,5789731.673,733.0333257,279.97,0.3,351.1,279.9666743,100023403706W500
651806.1934,5789730.934,877.4310516,135.57,0.3,350,135.5689484,100023403706W500
651806.5022,5789730.696,1005.1,7.9,0.02,226.3,7.89999984,100023403706W500
651472.0975,5792606.637,-2441.160763,6444,89.78,324.87,3447.260763,100031503806W500
651520.738,5792545.927,-2441.158204,6366.163333,89.45329869,320.1133224,3447.258204,100031503806W500
651587.2611,5792476.15,-2440.274576,6269.693333,89.20330134,314.8733339,3446.374576,100031503806W500
651652.6893,5792418.537,-2439.594934,6182.49,89.83332627,313.1266648,3445.694934,100031503806W500
651723.9005,5792353.703,-2440.373375,6086.14,89.54,317.4,3446.473375,100031503806W500
651777.2297,5792294.557,-2439.668711,6006.475,89.64232575,321.2777046,3445.768711,100031503806W500
651835.5433,5792233.907,-2437.764746,5922.25,87.50326555,317.4999713,3443.864746,100031503806W500
651901.7504,5792163.788,-2435.909738,5825.77,89.85,317.83,3442.009738,100031503806W500
651969.5815,5792095.292,-2435.318704,5729.35,89.63999592,316.8300114,3441.418704,100031503806W500
652046.1634,5792022.083,-2434.809522,5623.37,88.61,314.08,3440.909522,100031503806W500
652099.1268,5791971.406,-2431.883476,5549.933333,84.59608876,316.3104813,3437.983476,100031503806W500
652153.5338,5791913.025,-2426.189961,5469.88,86.91,319.86,3432.289961,100031503806W500
652208.598,5791846.298,-2427.249699,5383.31,88.94,321.57,3433.349699,100031503806W500
652275.9904,5791764.875,-2426.105775,5277.586667,89.59665653,320.9399954,3432.205775,100031503806W500
652323.7895,5791710.776,-2425.84904,5205.363333,93.93349894,319.9372197,3431.94904,100031503806W500
652365.7705,5791667.62,-2429.702476,5144.9975,92.5262431,314.24441,3435.802476,100031503806W500
652419.2459,5791622.842,-2430.606595,5075.206667,89.84663927,313.1600099,3436.706595,100031503806W500
652491.0619,5791558.701,-2429.893226,4978.88,89.48,314.95,3435.993226,100031503806W500
652555.1738,5791499.838,-2430.033131,4891.79,90.4,310.81,3436.133131,100031503806W500
652612.557,5791444.554,-2429.437719,4812.02,89.5721451,320.5376057,3435.537719,100031503806W500
652687.8441,5791365.517,-2427.43312,4702.795,88.62499284,317.0450205,3433.53312,100031503806W500
652746.5791,5791300.695,-2427.414609,4615.24,91.67,322.44,3433.514609,100031503806W500
652788.9078,5791250.835,-2427.122289,4549.82,88.77999257,321.6799851,3433.222289,100031503806W500
652828.9162,5791205.658,-2427.497875,4489.443333,88.9132662,321.0265188,3433.597875,100031503806W500
652862.3846,5791164.676,-2427.511405,4436.496667,90.37667745,319.4365775,3433.611405,100031503806W500
652895.5828,5791130.213,-2429.088299,4388.583333,90.21675741,314.1533005,3435.188299,100031503806W500
652955.1736,5791081.273,-2428.605602,4311.45,89.38,309.8,3434.705602,100031503806W500
653018.1872,5791032.436,-2427.540847,4231.6775,90.1424726,306.7924069,3433.640847,100031503806W500
653065.6211,5790999.109,-2428.454043,4173.69,90.52503431,307.0950257,3434.554043,100031503806W500
653104.4153,5790967.344,-2430.185929,4123.43,90.74,317.03,3436.285929,100031503806W500
653138.6527,5790926.034,-2430.080569,4069.733333,89.09626713,322.2468523,3436.180569,100031503806W500
653173.332,5790885.918,-2429.398083,4016.686667,89.36658798,320.0732745,3435.498083,100031503806W500
653206.2028,5790850.655,-2429.310726,3968.453333,90.22674086,322.4633151,3435.410726,100031503806W500
653237.3022,5790807.543,-2429.502881,3915.266667,88.90648909,328.7597369,3435.602881,100031503806W500
653260.5112,5790765.197,-2428.808339,3866.913333,89.81657645,337.9266762,3434.908339,100031503806W500
653275.3445,5790719.263,-2429.005715,3818.55,90.74,349.72,3435.105715,100031503806W500
653281.3953,5790672.573,-2428.911071,3771.405,89.69017921,0.197301118,3435.011071,100031503806W500
653277.8461,5790628.215,-2429.622075,3726.836667,90.86013738,10.66998854,3435.722075,100031503806W500
653266.5748,5790581.508,-2430.152207,3678.713333,90.58679874,20.50663876,3436.252207,100031503806W500
653241.5492,5790518.595,-2430.670855,3610.98,89.79327633,24.26004837,3436.770855,100031503806W500
653221.7942,5790469.328,-2426.468871,3557.67,82.15,23.84,3432.568871,100031503806W500
653208.801,5790434.016,-2418.485712,3519.153333,73.21608529,21.37586743,3424.585712,100031503806W500
653192.4379,5790392.534,-2399.999655,3470.78,61.37,25.79,3406.099655,100031503806W500
653176.6838,5790355.584,-2372.972821,3422.296667,51.09146352,23.49370265,3379.072821,100031503806W500
653164.3779,5790323.122,-2339.483446,3373.99,40.70852703,23.78196801,3345.583446,100031503806W500
653153.2924,5790296.713,-2300.527779,3325.59,31.51,24.15,3306.627779,100031503806W500
653144.1502,5790276.172,-2258.150435,3277.586667,24.54650825,27.64979024,3264.250435,100031503806W500
653135.2437,5790256.112,-2209.896405,3224.55,27.3,21.02,3215.996405,100031503806W500
653128.2972,5790236.044,-2161.166368,3171.343333,19.27235641,24.62578876,3167.266368,100031503806W500
653122.4735,5790223.825,-2114.739685,3122.96,12.7,26.33,3120.839685,100031503806W500
653120.1013,5790217.99,-2071.791593,3079.5,2.98,19.95,3077.891593,100031503806W500
653118.9408,5790216.843,-1956.03221,2963.725,0.808849027,58.89652248,2962.13221,100031503806W500
653117.1328,5790215.993,-1827.068395,2834.745,1.129929661,57.69831609,2833.168395,100031503806W500
653115.221,5790214.734,-1687.682422,2695.34,0.894989323,52.29217934,2693.782422,100031503806W500
653113.6509,5790213.578,-1542.012484,2549.655,0.653933697,103.1549879,2548.112484,100031503806W500
653112.7218,5790214.287,-1396.827951,2404.465,0.284800367,140.2373511,2402.927951,100031503806W500
653112.3849,5790213.572,-1252.182824,2259.815,0.967952133,55.5442261,2258.282824,100031503806W500
653110.4635,5790212.659,-1107.854928,2115.47,0.566142379,73.30371511,2113.954928,100031503806W500
653110.4604,5790213.132,-962.9678127,1970.58,0.342245429,118.2797093,1969.067813,100031503806W500
653109.5715,5790213.312,-832.334114,1839.94,1.09,64.91,1838.434114,100031503806W500
653107.93,5790212.811,-687.4363842,1695.03,0.25,345.39,1693.536384,100031503806W500
653108.1362,5790212.658,-542.6571293,1550.25,0.16,54.7,1548.757129,100031503806W500
653107.5561,5790212.07,-397.7596048,1405.35,0.23,21.1,1403.859605,100031503806W500
653106.7094,5790211.406,-253.0840493,1260.67,0.55,70.33,1259.184049,100031503806W500
653105.4417,5790211.031,-108.9701674,1116.55,0.5,79.25,1115.070167,100031503806W500
653102.7407,5790210.726,16.19536097,991.3366667,3.892429427,86.2602497,989.904639,100031503806W500
653089.4479,5790209.999,140.8711026,865.94,7.182312308,82.00124844,865.2288974,100031503806W500
653080.837,5790207.809,215.5615732,790.715,5.167869304,73.6713882,790.5384268,100031503806W500
653077.0147,5790205.623,288.0165007,718.11,1.434074468,50.06493097,718.0834993,100031503806W500
653076.5551,5790205.159,382.6927551,623.43,0.11,92.23,623.4072449,100031503806W500
653076.2222,5790205.071,556.7819586,449.34,0.15,136.1,449.3180414,100031503806W500
653075.4901,5790205.597,728.298802,277.82,0.67,126.38,277.801198,100031503806W500
653073.9933,5790206.12,870.4395157,135.67,0.62,96.35,135.6604843,100031503806W500
649791.9151,5795618.489,-2446.131962,5280,90.8,338.45,3460.651962,100032803806W502
649831.3571,5795526.732,-2447.353686,5180.1,90.3,337.7,3461.873686,100032803806W502
649867.8996,5795445.703,-2447.225398,5091.2,89.79996418,338.7333333,3461.745398,100032803806W502
649892.672,5795380.037,-2447.106602,5021,89.66663393,341.733317,3461.626602,100032803806W502
649913.2045,5795312.866,-2446.684227,4950.7,89.3,349,3461.204227,100032803806W502
649925.8844,5795256.816,-2446.583493,4893.2,90.5,348.6,3461.103493,100032803806W502
649946.0284,5795182.965,-2446.767287,4816.6,89.8,343.9,3461.287287,100032803806W502
649971.1125,5795110.507,-2447.268462,4739.9,90.4,342.9,3461.788462,100032803806W502
649992.9459,5795043.771,-2447.946451,4669.666667,90.03333788,342.2666609,3462.466451,100032803806W502
650023.3332,5794956.302,-2448.371509,4577.05,90.40000137,343.45,3462.891509,100032803806W502
650050.6477,5794881.364,-2448.779912,4497.266667,90.26667306,341.2666577,3463.299912,100032803806W502
650078.7924,5794813.496,-2449.157192,4423.75,90.2000019,336.549997,3463.677192,100032803806W502
650115.0353,5794736.023,-2448.776183,4338.2,90.4,338.8,3463.296183,100032803806W502
650148.4822,5794660.296,-2447.300637,4255.366667,88.99993146,337.7000823,3461.820637,100032803806W502
650173.9374,5794602.1,-2447.58407,4191.833333,90.36669819,336.8666815,3462.10407,100032803806W502
650201.7933,5794538.073,-2447.752384,4121.966667,90.23334874,342.233343,3462.272384,100032803806W502
650227.3882,5794465.895,-2447.845207,4045.366667,90.10007167,342.5333333,3462.365207,100032803806W502
650244.586,5794397.821,-2447.91769,3975.1,90.2,349.9,3462.43769,100032803806W502
650262.3731,5794340.551,-2447.443284,3915.05,87.6499562,340.8499875,3461.963284,100032803806W502
650288.1849,5794272.747,-2444.89746,3842.433333,89.96662833,342.7666941,3459.41746,100032803806W502
650309.0156,5794212.324,-2445.015058,3778.5,90.1,344.9,3459.535058,100032803806W502
650327.8375,5794151.397,-2445.714398,3714.7,91.26670034,342.2330883,3460.234398,100032803806W502
650344.7159,5794106.607,-2444.43402,3666.8,90.06666634,340.9666574,3458.95402,100032803806W502
650361.6531,5794065.156,-2445.193292,3622,89.09986563,338.8330786,3459.713292,100032803806W502
650375.293,5794027.677,-2443.213715,3582.05,86.64993764,342.4500179,3457.733715,100032803806W502
650387.9839,5793989.937,-2440.201697,3542.1,82.59980622,345.0989508,3454.721697,100032803806W502
650396.9966,5793960.285,-2432.90414,3510.2,71.2,344.5,3447.42414,100032803806W502
650408.2165,5793929.981,-2419.197742,3475.033333,62.09230778,336.6522056,3433.717742,100032803806W502
650420.8063,5793906.114,-2401.661163,3442.8,51.7,332,3416.181163,100032803806W502
650433.5809,5793886.657,-2379.928789,3410.9,42.0602476,325.2317922,3394.448789,100032803806W502
650443.7007,5793869.842,-2354.838585,3379,35.11547402,337.9948118,3369.358585,100032803806W502
650449.2395,5793853.878,-2327.696506,3347,27.8,343.9,3342.216506,100032803806W502
650452.7991,5793840.079,-2294.914985,3311.2,18.45280801,358.0630266,3309.434985,100032803806W502
650451.347,5793831.64,-2259.179832,3274.4,9.991426189,21.28114859,3273.699832,100032803806W502
650449.7888,5793828.789,-2227.89214,3242.9,1.672881727,105.2588665,3242.41214,100032803806W502
650448.6887,5793829.353,-2173.70797,3188.7,1,67.5,3188.22797,100032803806W502
650449.1764,5793828.12,-2077.530414,3092.5,1.1,231.5,3092.050414,100032803806W502
650448.816,5793829.389,-1981.046196,2996,0.4,113.6,2995.566196,100032803806W502
650449.4176,5793828.199,-1884.461276,2899.4,0.5,258.2,2898.981276,100032803806W502
650448.5374,5793828.056,-1794.870579,2809.8,0.736211843,4.080007024,2809.390579,100032803806W502
650450.1603,5793827.167,-1721.448172,2736.35,0.779487852,260.6997637,2735.968172,100032803806W502
650449.5911,5793829.557,-1625.688505,2640.55,1.699450014,145.5529195,2640.208505,100032803806W502
650447.6846,5793831.556,-1526.110876,2540.933333,1.129932672,135.1868881,2540.630876,100032803806W502
650447.0933,5793832.439,-1403.784039,2418.6,1.1,151.2,2418.304039,100032803806W502
650446.3684,5793833.481,-1297.793723,2312.6,0.6,199.4,2312.313723,100032803806W502
650445.4148,5793834.228,-1202.008023,2216.8,1.2,69.5,2216.528023,100032803806W502
650444.1822,5793833.849,-1106.918855,2121.7,0.6,87.2,2121.438855,100032803806W502
650442.9299,5793832.156,-1010.745463,2025.5,0.8,10.9,2025.265463,100032803806W502
650443.3943,5793831.611,-913.9501773,1928.7,0.5,253.2,1928.470177,100032803806W502
650442.0378,5793832.339,-810.122335,1824.85,1.28835757,75.18165082,1824.642335,100032803806W502
650441.4128,5793831.49,-723.5867188,1738.3,1.3,171.1,1738.106719,100032803806W502
650441.3903,5793833.737,-618.3149844,1633,1.691332428,210.0577575,1632.834984,100032803806W502
650444.0023,5793834.562,-469.1477527,1483.8,1.168065758,307.0508971,1483.667753,100032803806W502
650445.3967,5793833.523,-304.3609061,1319,0.3,321.9,1318.880906,100032803806W502
650445.6725,5793832.027,-131.5686296,1146.2,0.445835534,7.127634621,1146.08863,100032803806W502
650446.1986,5793829.477,58.06225609,956.55,0.943580896,340.1205275,956.4577439,100032803806W502
650447.2267,5793829.812,222.697234,791.9,0.050164666,209.3103764,791.822766,100032803806W502
650448.5389,5793831.777,368.0698447,646.5,1.2,252.2,646.4501553,100032803806W502
650450.4525,5793830.131,515.0954019,499.45,0.549878858,321.2090505,499.4245981,100032803806W502
650450.609,5793829.042,690.0394868,324.5,0.7,35.2,324.4805132,100032803806W502
650449.5898,5793826.643,891.7213505,122.8,0.5,359.3,122.7986495,100032803806W502
649954.5276,5786000.173,-2514.461884,6853,95,137.32,3535.391884,100042803706W502
649884.7971,5786071.566,-2519.32071,6753.04,90.89354292,135.9432082,3540.25071,100042803706W502
649814.6768,5786137.188,-2519.152278,6656.983333,90.39669059,135.7999874,3540.082278,100042803706W502
649761.766,5786192.957,-2519.473594,6580.083333,89.86999466,139.1033347,3540.403594,100042803706W502
649695.7023,5786262.435,-2519.27825,6484.166667,90.6700082,135.7866886,3540.20825,100042803706W502
649651.3278,5786302.784,-2519.267549,6424.17,88.12993185,133.150349,3540.197549,100042803706W502
649602.1285,5786352.06,-2519.572971,6354.45,92.45016982,136.7349294,3540.502971,100042803706W502
649548.759,5786397.36,-2522.716332,6284.28,91.4029852,127.1198518,3543.646332,100042803706W502
649491.2492,5786440.701,-2524.211409,6212.1325,91.11810262,134.4450766,3545.141409,100042803706W502
649418.4113,5786513.43,-2524.794475,6109.166667,88.42664258,137.2600402,3545.724475,100042803706W502
649359.8061,5786576.009,-2524.674494,6023.383333,91.15000083,138.5166564,3545.604494,100042803706W502
649294.0463,5786639.001,-2523.849996,5932.215,87.82498986,133.6649983,3544.779996,100042803706W502
649219.0555,5786706.171,-2522.812944,5831.5,90.99,134.64,3543.742944,100042803706W502
649156.6418,5786766.204,-2524.731549,5744.86,89.66,134.41,3545.661549,100042803706W502
649073.222,5786845.717,-2523.678199,5629.59,91.33,134.8,3544.608199,100042803706W502
649005.0942,5786913.159,-2522.726796,5533.673333,87.48283565,138.6534967,3543.656796,100042803706W502
648940.971,5786984.844,-2519.639266,5437.423333,88.23666056,140.6166012,3540.569266,100042803706W502
648881.8653,5787047.869,-2518.895899,5350.943333,90.89348693,135.1266529,3539.825899,100042803706W502
648804.0602,5787119.437,-2518.621492,5245.203333,89.35333278,135.0233435,3539.551492,100042803706W502
648734.7888,5787185.942,-2519.622631,5149.146667,89.51665452,136.5633136,3540.552631,100042803706W502
648653.687,5787267.647,-2520.104203,5034.003333,89.37666455,136.9399793,3541.034203,100042803706W502
648587.0686,5787336.948,-2519.791676,4937.85,89.17,138.57,3540.721676,100042803706W502
648510.2395,5787422.928,-2519.484578,4822.52,90.03,138.17,3540.414578,100042803706W502
648441.589,5787489.939,-2519.61054,4726.56,89.93666678,136.1466646,3540.54054,100042803706W502
648366.5155,5787563.468,-2520.812544,4621.45,89.82,137.16,3541.742544,100042803706W502
648291.6705,5787638.045,-2521.848971,4515.77,90.23000961,136.3566935,3542.778971,100042803706W502
648224.857,5787706.984,-2519.774017,4419.72,88.43,136.97,3540.704017,100042803706W502
648152.0308,5787783.445,-2519.398694,4314.09,90.96666688,139.0499922,3540.328694,100042803706W502
648090.3439,5787843.533,-2521.707295,4227.86,90.31667404,133.2533739,3542.637295,100042803706W502
648013.1015,5787915.598,-2521.255151,4122.196667,89.54999829,135.0833484,3542.185151,100042803706W502
647937.2978,5787988.472,-2522.889482,4017.01,88.98,135.73,3543.819482,100042803706W502
